217	219	1.0
515	516	1.0
1930	1931	1.0
6115	6116	0.9999999999999999
3758	9759	0.9952321269592829
2291	2292	0.9936824170701366
1545	1546	0.9932255859467456
101	102	0.9924227288681353
5005	5897	0.991254598367153
924	925	0.9902695417539028
2706	5897	0.9900226997211365
2291	5897	0.9890567093719081
7177	7178	0.9883324222148014
9145	9146	0.9858319315072195
2291	5005	0.9856792791052628
1550	3758	0.9856335628920267
1592	4064	0.9855033883968295
458	1661	0.9853792377022768
3664	3853	0.985020388939626
3758	6532	0.9846412795326012
2607	5897	0.984608001616998
2838	5897	0.9846009720750507
2838	8497	0.9842524593548944
4064	6538	0.9837552647618342
3523	3524	0.9835595394522418
1482	1483	0.9832347546494594
6565	6566	0.9832191942508016
8014	8015	0.9832066663638857
2789	2838	0.9827529894201817
6532	9759	0.9824219876513518
1592	3524	0.9823264653400251
2292	5897	0.981926429040315
4319	4443	0.9818469839510345
2838	2997	0.9808243870059055
9782	9784	0.9807800669013615
863	867	0.9805806756909202
3522	3523	0.9805232088733797
7975	9824	0.9802832451132429
2291	2706	0.9802287463282169
537	1879	0.9801831394109459
1483	2706	0.9801812305666971
2706	5005	0.9801595417444688
553	9759	0.9799053720467789
553	3428	0.9797328121762771
2291	2838	0.9797189964467278
5801	9759	0.9796295773972763
458	1483	0.979476003637061
553	3758	0.9794290954351715
4064	6535	0.9793452124365074
3524	4064	0.9790221254573637
2607	2706	0.9787862238048266
2706	2838	0.9787577659555898
2165	3759	0.9787510967899291
775	4133	0.9787486274757448
3758	5801	0.9786594430054244
5897	8497	0.9784367879811184
1381	1382	0.9783789053116907
3428	3758	0.9782129881466798
7445	7446	0.9780192938436515
2292	5005	0.9778433497622296
6530	7975	0.9773283261818477
2789	5897	0.9772762427227961
1483	5897	0.9769849109198787
2291	2789	0.9769645970773292
3428	9759	0.976634088821604
1550	9759	0.9766153668461234
8052	8054	0.9762441776686838
2170	3727	0.9761235868993506
1482	2706	0.9759999999999999
6530	9824	0.9759765542724955
2838	5005	0.9758698926875509
1483	5005	0.9753260277218943
3524	6538	0.9751637042648262
2291	2607	0.9751449246821979
1879	6542	0.974870852386653
2607	5005	0.9747842274534043
1592	6535	0.9742618936707658
3426	3446	0.974226429251711
458	5005	0.9742129690631864
2064	2441	0.9740998059201572
775	1592	0.9739828682900044
3342	3344	0.9736567732046407
4537	4538	0.9735783763017181
553	6532	0.9733504377044068
2292	2838	0.9732485538115649
2789	8497	0.9726054322262845
2607	2838	0.9725238903378618
2292	2607	0.9725225629372424
1550	6532	0.9724372232082447
2292	2706	0.9723551721871083
2997	8497	0.9723220162090233
3524	6535	0.9722407710253282
1482	5897	0.9719812837808881
3522	3524	0.9718749423759598
3816	4038	0.9715070092669952
1483	2838	0.9713146330992055
5801	6532	0.9710871561397076
2706	8497	0.9710720820789547
2789	2997	0.9709201594164845
1592	6538	0.9708598033453055
